,date,min,max,avg,range
564,2022-07-02,56.31953049,65.12268829,60.80637397,8.803157806
565,2022-07-03,54.77511597,61.33887482,56.91316348,6.56375885
566,2022-07-04,54.31179047,67.1304245,60.57095793,12.81863403
567,2022-07-05,56.16508865,71.06867981,63.86946188,14.90359116
568,2022-07-06,58.79059219,70.21925354,64.99935065,11.42866135
569,2022-07-07,58.55892944,68.5976181,64.24805771,10.03868866
570,2022-07-08,57.94116592,69.13816833,64.28291424,11.19700241
571,2022-07-09,56.93729401,71.06867981,64.5526504,14.1313858
572,2022-07-10,59.48557663,71.91811371,66.19144538,12.43253708
573,2022-07-11,60.02612305,75.85636902,68.3970618,15.83024597
574,2022-07-12,60.64389038,70.52813721,66.35714814,9.884246826
575,2022-07-13,57.16895676,69.0609436,62.75995048,11.89198685
576,2022-07-14,56.08786774,70.37369537,63.63565456,14.28582764
577,2022-07-15,57.55506134,68.21151733,63.85766443,10.65645599
578,2022-07-16,59.09947586,67.36209106,63.53591108,8.262615204
579,2022-07-17,56.78285217,68.44317627,62.91492809,11.6603241
580,2022-07-18,57.32339859,69.29261017,63.70107767,11.96921158
581,2022-07-19,56.62841034,71.99533081,64.92320257,15.36692047
582,2022-07-20,58.01838303,70.29647827,64.99077087,12.27809525
583,2022-07-21,57.47784042,67.36209106,63.30907538,9.884250641
584,2022-07-22,56.08786774,63.88715744,59.78588086,7.799289703
585,2022-07-23,55.23843765,65.6632309,59.4083573,10.42479324
586,2022-07-24,54.4662323,68.44317627,60.48193985,13.97694397
587,2022-07-25,59.02225494,74.69805908,66.39790373,15.67580414
588,2022-07-26,66.66710663,79.33129883,72.2473721,12.6641922
589,2022-07-27,61.87942123,72.53587341,66.39093195,10.65645218
590,2022-07-28,59.09947586,69.13816833,63.37664358,10.03869247
591,2022-07-29,58.25004578,71.53200531,63.8732153,13.28195953
592,2022-07-30,59.33113861,76.39691162,66.7652381,17.06577301
593,2022-07-31,62.57440567,74.85250092,68.02382848,12.27809525
594,2022-08-01,57.63228226,67.59375,62.01884641,9.961467743
595,2022-08-02,56.78285217,66.35822296,61.06806615,9.575370789
596,2022-08-03,55.77898407,64.89102936,60.07706735,9.112045288
597,2022-08-04,57.63228226,64.04160309,60.83372315,6.409320831
598,2022-08-05,54.4662323,68.9837265,61.4155594,14.5174942
599,2022-08-06,61.64775848,74.92971802,67.26824546,13.28195953
600,2022-08-07,62.80606842,77.78688812,69.75110534,14.9808197
601,2022-08-08,64.65936279,76.24246979,70.13667266,11.58310699
602,2022-08-09,59.17669678,68.9837265,62.89508669,9.807029724
603,2022-08-10,57.24617767,63.11495209,59.87918928,5.868774414
604,2022-08-11,58.86781311,70.37369537,63.25276875,11.50588226
605,2022-08-12,57.01451492,66.97598267,61.94001667,9.961467743
606,2022-08-13,59.7944603,70.14203644,64.25502891,10.34757614
607,2022-08-14,57.24617767,69.21538544,62.70364361,11.96920776
608,2022-08-15,58.32726669,68.520401,62.91385569,10.19313431
609,2022-08-16,59.25391769,69.0609436,63.3203369,9.807025909
610,2022-08-17,58.63615036,74.85250092,65.60317373,16.21635056
611,2022-08-18,65.12268829,78.94519806,71.17754348,13.82250977
612,2022-08-19,65.58601379,75.70192719,69.6009539,10.11591339
613,2022-08-20,60.56666946,70.60536194,64.48454613,10.03869247
614,2022-08-21,60.02612305,68.9837265,63.4184716,8.957603455
615,2022-08-22,57.94116592,69.60149384,62.73689132,11.66032791
616,2022-08-23,57.32339859,68.13430023,62.06281922,10.81090164
617,2022-08-24,57.55506134,74.08029175,64.46792248,16.52523041
618,2022-08-25,59.87168121,69.29261017,64.0496433,9.420928955
619,2022-08-26,57.47784042,66.35822296,61.49707013,8.880382538
620,2022-08-27,57.70950317,64.42770386,60.90718966,6.718200684
621,2022-08-28,56.78285217,70.06481171,61.99096076,13.28195953
622,2022-08-29,56.55119324,77.01467896,64.08771753,20.46348572
623,2022-08-30,64.35047913,80.48960876,70.67775355,16.13912964
624,2022-08-31,66.35822296,76.24246979,70.20799462,9.884246826
625,2022-09-01,59.94890213,68.9837265,62.71383235,9.034824371
626,2022-09-02,54.54345322,71.45478821,60.47282341,16.91133499
627,2022-09-03,57.94116592,74.08029175,63.14498136,16.13912582
628,2022-09-04,59.87168121,64.89102936,62.16631611,5.019348145
629,2022-09-05,57.63228226,73.30808258,63.26510276,15.67580032
630,2022-09-06,57.78672409,73.30808258,64.36496139,15.52135849
631,2022-09-07,57.40061951,70.99146271,63.59543573,13.5908432
632,2022-09-08,55.16122055,70.83702087,62.19473786,15.67580032
633,2022-09-09,58.79059219,75.70192719,65.78174673,16.91133499
634,2022-09-10,61.18443298,69.29261017,65.43639864,8.108177185
635,2022-09-11,59.33113861,71.14590454,64.32206106,11.81476593
636,2022-09-12,58.94503403,70.91424561,63.20557843,11.96921158
637,2022-09-13,57.24617767,68.67484283,61.37587672,11.42866516
638,2022-09-14,56.31953049,66.1265564,59.55582764,9.807025909
639,2022-09-15,56.01064682,68.0570755,59.59443797,12.04642868
640,2022-09-16,56.16508865,72.61309814,60.5988436,16.44800949
641,2022-09-17,54.31179047,72.76753998,59.35365942,18.45574951
642,2022-09-18,57.40061951,90.06497955,64.3140173,32.66436005
643,2022-09-19,55.31565857,92.22715759,64.59340586,36.91149902
644,2022-09-20,62.11108017,98.09593201,69.54250185,35.98485184
645,2022-09-21,59.48557663,93.2310257,67.54602512,33.74544907
646,2022-09-22,58.71337128,84.35064697,64.52208394,25.6372757
647,2022-09-23,58.55892944,63.73271561,61.26058178,5.173786163
648,2022-09-24,58.25004578,87.43947601,64.79986374,29.18943024
649,2022-09-25,59.09947586,77.47800446,65.80426934,18.37852859
650,2022-09-26,58.09560394,80.33516693,65.40744082,22.23956299
651,2022-09-27,55.77898407,70.68257904,61.69655691,14.90359497
652,2022-09-28,56.47397232,61.10721207,58.91553934,4.633239746
653,2022-09-29,55.08399963,67.59375,59.79767847,12.50975037
654,2022-09-30,51.53184509,70.60536194,57.93151156,19.07351685
655,2022-10-01,53.77124786,75.47026062,61.39357283,21.69901276
656,2022-10-02,58.40448761,76.55135345,65.19133019,18.14686584
657,2022-10-03,57.55506134,71.99533081,63.41042768,14.44026947
658,2022-10-04,54.77511597,64.11882019,58.37982061,9.343704224
659,2022-10-05,55.31565857,68.82928467,59.75906785,13.5136261
660,2022-10-06,53.77124786,67.9798584,60.15482418,14.20861053
661,2022-10-07,56.47397232,70.14203644,61.83491079,13.66806412
662,2022-10-08,54.69789505,70.14203644,61.31742485,15.44414139
663,2022-10-09,56.31953049,70.37369537,62.48538791,14.05416489
664,2022-10-10,55.39287949,63.57827377,59.28072871,8.185394287
665,2022-10-11,51.45462418,64.65936279,57.41938806,13.20473862
666,2022-10-12,50.60519791,65.74045563,57.50465269,15.13525772
667,2022-10-13,53.07625961,66.04933929,59.05389301,12.97307968
668,2022-10-14,52.84459686,66.28099823,59.2801923,13.43640137
669,2022-10-15,55.08399963,66.74432373,60.46317074,11.6603241
670,2022-10-16,56.78285217,71.37756348,62.79534321,14.5947113
671,2022-10-17,55.85620499,63.80993652,59.96820744,7.953731537
672,2022-10-18,51.99517059,65.12268829,58.2489743,13.1275177
673,2022-10-19,52.14961243,64.81380463,58.04948762,12.6641922
674,2022-10-20,53.4623642,59.02225494,56.12808643,5.559890747
675,2022-10-21,49.75576782,55.4701004,52.23970209,5.714332581
676,2022-10-22,47.82525253,57.78672409,51.67019963,9.961471558
677,2022-10-23,44.89086533,52.22683334,49.07258092,7.335968018
678,2022-10-24,48.52023697,56.86007309,51.97157452,8.339836121
679,2022-10-25,49.67855072,56.01064682,51.53130918,6.3320961
680,2022-10-26,46.82138443,50.37353516,49.25758857,3.552150726
681,2022-10-27,48.75189972,57.16895676,52.28421124,8.417057037
682,2022-10-28,49.98743057,59.56279755,54.01685079,9.575366974
683,2022-10-29,49.52410889,53.69402695,51.54900591,4.16991806
684,2022-10-30,50.21909332,51.22296143,50.61967659,1.003868103
685,2022-10-31,48.52023697,52.30405426,50.31508329,3.783817291
686,2022-11-01,42.41980362,52.9990387,47.25896684,10.57923508
687,2022-11-02,42.72868729,48.6746788,44.93376549,5.945991516
688,2022-11-03,41.10705185,43.34645081,42.32005882,2.239398956
689,2022-11-04,43.26922989,51.76350784,47.40321936,8.494277954
690,2022-11-05,45.19974899,52.84459686,48.41245106,7.64484787
691,2022-11-06,42.26536179,45.89473343,43.76086894,3.629371643
692,2022-11-07,34.92939377,42.26536179,39.04300568,7.335968018
693,2022-11-08,32.84443665,43.19200897,37.18917264,10.34757233
694,2022-11-09,33.53942108,47.90247345,40.11819681,14.36305237
695,2022-11-10,40.95261002,43.57811356,42.13236997,2.62550354
696,2022-11-11,39.871521,44.42753983,41.89480927,4.556018829
697,2022-11-12,40.95261002,54.23456955,46.15642688,13.28195953
698,2022-11-13,42.96034622,53.77124786,46.90611098,10.81090164
699,2022-11-14,43.03756714,54.23456955,47.01657942,11.19700241
700,2022-11-15,42.03369904,55.39287949,47.44290227,13.35918045
701,2022-11-16,40.8753891,54.38901138,46.38969768,13.51362228
702,2022-11-17,42.65146637,56.47397232,48.07139283,13.82250595
703,2022-11-18,38.32710648,52.45849228,44.7975569,14.1313858
704,2022-11-19,37.09157562,50.68241882,43.05740987,13.5908432
705,2022-11-20,37.09157562,46.82138443,42.20369228,9.729808807
706,2022-11-21,42.3425827,45.7402916,44.03553881,3.397708893
707,2022-11-22,44.11865997,46.6669426,45.34989927,2.548282623
708,2022-11-23,46.43527985,52.14961243,48.4907447,5.714332581
709,2022-11-24,42.65146637,54.31179047,47.67349185,11.6603241
710,2022-11-25,44.58198166,46.6669426,46.03791449,2.084960938
711,2022-11-26,40.79816818,44.81364441,42.81019624,4.015476227
712,2022-11-27,41.95647812,49.91020966,45.24479344,7.953731537
713,2022-11-28,33.69386292,43.34645081,38.91698599,9.652587891
714,2022-11-29,30.83669662,38.09544373,33.53834924,7.258747101
715,2022-11-30,35.62438202,39.79430008,38.48583751,4.16991806
716,2022-12-01,32.38111115,40.4120636,35.1991308,8.030952454
717,2022-12-02,31.14558029,38.24988556,34.482158,7.104305267
718,2022-12-03,36.31936646,43.65533447,38.62097314,7.335968018
719,2022-12-04,33.92552567,38.40432739,35.9327276,4.478801727
720,2022-12-05,35.46994019,38.40432739,36.97145332,2.934387207
721,2022-12-06,36.93713379,41.02983093,38.68425147,4.092697144
722,2022-12-07,40.95261002,46.35805893,43.14642829,5.405448914
723,2022-12-08,41.8792572,44.11865997,43.40758453,2.239402771
724,2022-12-09,39.94874191,41.95647812,41.01856825,2.007736206
725,2022-12-10,41.57037354,46.89860535,44.66885591,5.328231812
726,2022-12-11,43.57811356,46.04917526,45.03511802,2.471061707
727,2022-12-12,39.79430008,44.42753983,42.23533101,4.633239746
728,2022-12-13,38.17266464,40.02596283,39.16151889,1.853298187
729,2022-12-14,38.24988556,43.80977631,40.64908928,5.559890747
730,2022-12-15,39.63985825,47.6708107,42.25892647,8.030952454
731,2022-12-16,38.32710648,41.80203629,40.3659464,3.47492981
732,2022-12-17,38.24988556,40.10317993,38.83976555,1.853294373
733,2022-12-18,30.2189312,38.48154831,36.07215362,8.262617111
734,2022-12-19,25.12236595,30.06448936,26.48069904,4.942123413
735,2022-12-20,24.58181953,26.51233864,25.59319727,1.930519104
736,2022-12-21,20.0257988,28.98340034,24.96256129,8.957601547
737,2022-12-22,17.86361885,22.4968605,19.8761837,4.633241653
738,2022-12-23,22.4968605,34.6205101,27.47598788,12.1236496
739,2022-12-24,34.85217285,46.74416351,42.95123148,11.89199066
740,2022-12-25,46.6669426,49.29244614,47.80541041,2.62550354
741,2022-12-26,47.28470612,51.22296143,50.10004534,3.93825531
742,2022-12-27,46.12639618,49.67855072,48.21028309,3.552154541
743,2022-12-28,43.34645081,48.90634155,45.59228664,5.559890747
744,2022-12-29,42.57424545,45.43141174,44.01140753,2.85716629
745,2022-12-30,44.27309799,50.91408157,47.01228944,6.640983582
746,2022-12-31,45.35419083,48.05691528,46.49319503,2.702724457
747,2023-01-01,42.57424545,47.13026428,44.24414184,4.556018829
748,2023-01-02,39.25375366,42.80590439,40.375063,3.552150726
749,2023-01-03,39.25375366,43.26922989,41.60362278,4.015476227
750,2023-01-04,40.64372635,43.88699722,41.92215811,3.243270874
751,2023-01-05,43.88699722,50.52797699,47.52709399,6.640979767
752,2023-01-06,46.43527985,49.67855072,48.09606091,3.243270874
753,2023-01-07,45.7402916,47.51636887,46.61814231,1.776077271
754,2023-01-08,43.73255539,46.74416351,45.20618341,3.011608124
755,2023-01-09,44.04143906,48.05691528,45.91082223,4.015476227
756,2023-01-10,45.50863266,57.63228226,49.6372567,12.1236496
757,2023-01-11,45.19974899,53.4623642,49.00715794,8.262615204
758,2023-01-12,47.90247345,49.91020966,48.94817016,2.007736206
759,2023-01-13,49.75576782,50.60519791,50.10647949,0.8494300842
760,2023-01-14,48.28857803,56.78285217,51.60102238,8.494274139
761,2023-01-15,45.89473343,50.75963974,47.41555325,4.864906311
762,2023-01-16,45.27696991,49.36966705,46.74684331,4.092697144
763,2023-01-17,44.58198166,46.58972168,45.47162904,2.007740021
764,2023-01-18,43.88699722,48.28857803,45.83896356,4.401580811
765,2023-01-19,38.48154831,45.7402916,42.31845048,7.258743286
766,2023-01-20,40.95261002,49.44688797,43.64407282,8.494277954
767,2023-01-21,37.47767639,42.3425827,39.15776417,4.864906311
768,2023-01-22,35.70160294,45.27696991,39.96911799,9.575366974
769,2023-01-23,40.10317993,47.05304337,42.73726508,6.949863434
770,2023-01-24,42.41980362,44.35031891,43.42688953,1.930515289
771,2023-01-25,43.42367172,45.66307068,44.31224653,2.239398956
772,2023-01-26,42.80590439,44.58198166,43.70788648,1.776077271
773,2023-01-27,44.50476074,48.36579514,46.21648767,3.861034393
774,2023-01-28,40.4120636,49.29244614,44.46347004,8.880382538
775,2023-01-29,34.23440933,47.6708107,39.47951725,13.43640137
776,2023-01-30,30.06448936,37.78656006,34.41727108,7.722070694
777,2023-01-31,35.31549835,37.32323456,36.14454876,2.007736206
778,2023-02-01,36.47380829,44.50476074,39.69509162,8.030952454
779,2023-02-02,38.40432739,41.72481537,40.05813638,3.320487976
780,2023-02-03,41.4159317,46.35805893,43.56845993,4.942127228
781,2023-02-04,45.35419083,48.36579514,46.83103564,3.011604309
782,2023-02-05,45.58584976,47.43914795,46.43849664,1.853298187
783,2023-02-06,44.58198166,46.82138443,45.64483979,2.239402771
784,2023-02-07,44.65920258,50.52797699,46.66211462,5.868774414
785,2023-02-08,41.72481537,48.05691528,44.69030584,6.332099915
786,2023-02-09,42.57424545,46.43527985,44.0548438,3.861034393
787,2023-02-10,43.80977631,53.30792236,47.41877076,9.498146057
788,2023-02-11,41.64759445,46.89860535,43.88377863,5.251010895
789,2023-02-12,41.10705185,43.73255539,42.30558064,2.62550354
790,2023-02-13,41.95647812,48.36579514,44.5305019,6.409317017
791,2023-02-14,36.01048279,48.36579514,40.96708814,12.35531235
792,2023-02-15,36.85991287,43.88699722,40.27478337,7.027084351
793,2023-02-16,39.09931183,42.96034622,41.04430914,3.861034393
794,2023-02-17,41.64759445,48.6746788,44.08487421,7.027084351
795,2023-02-18,42.88312531,46.58972168,44.41467052,3.706596375
796,2023-02-19,43.80977631,46.28083801,44.94502722,2.471061707
797,2023-02-20,44.65920258,46.51250076,46.21970505,1.853298187
798,2023-02-21,42.26536179,51.91794968,45.68291383,9.652587891
799,2023-02-22,30.60503578,43.73255539,35.30799051,13.12751961
800,2023-02-23,27.74786949,35.85604477,30.49992924,8.108175278
801,2023-02-24,25.50846863,38.40432739,31.2882239,12.89585876
802,2023-02-25,28.05675125,35.46994019,31.62499189,7.413188934
803,2023-02-26,35.5471611,47.2074852,39.66935142,11.6603241
804,2023-02-27,37.09157562,39.56263733,37.8478046,2.471061707
805,2023-04-06,53,54.8,54.07692308,1.8
806,2023-04-07,51.1,57.8,54.01666667,6.7
807,2023-04-08,47.7,54.9,51.575,7.2
808,2023-04-09,49.1,58.3,52.99583333,9.2
809,2023-04-10,47.9,54.4,51.2625,6.5
810,2023-04-11,46.3,60.4,50.52083333,14.1
811,2023-04-12,46,59.1,50.7,13.1
812,2023-04-13,42,54,48.69166667,12
813,2023-04-14,41.1,58.5,49.725,17.4
814,2023-04-15,46,51,48.575,5
815,2023-04-16,47.7,49.3,48.3625,1.6
816,2023-04-25,56.6,67.6,63.06153846,11
817,2023-04-26,47.7,66.5,56.71666667,18.8
818,2023-04-27,48.8,70.7,60.29230769,21.9
819,2023-04-28,52.5,73.7,63.51666667,21.2
820,2023-04-29,56.1,73.8,64.35,17.7
821,2023-04-30,52.8,67.6,59.23333333,14.8
822,2023-05-01,50.7,68,58.88333333,17.3
823,2023-05-02,51.6,78.3,63.60833333,26.7
824,2023-05-03,56.1,76.7,65.31666667,20.6
825,2023-05-04,54.4,70.8,61.19166667,16.4
826,2023-05-05,51.4,55.9,53.78333333,4.5
827,2023-05-06,49.1,62.8,55.025,13.7
828,2023-05-07,50.5,73.8,60.03333333,23.3
829,2023-05-08,50.7,71.2,60.74166667,20.5
830,2023-05-09,51.1,73.1,61.975,22
831,2023-05-10,50.3,73.3,62.41666667,23
832,2023-05-11,51.8,73.3,63.36666667,21.5
833,2023-05-12,52.5,77.6,66.525,25.1
834,2023-05-13,60.7,82.4,73.13333333,21.7
835,2023-05-14,65.6,83.2,75.90833333,17.6
836,2023-05-15,67.3,82.3,74.93333333,15
837,2023-05-16,60,75.8,68.20833333,15.8
838,2023-05-17,56,76,66.61666667,20
839,2023-05-18,56,76.2,66.25,20.2
840,2023-05-19,55.8,76.9,66.48333333,21.1
841,2023-05-20,56.3,79.3,67.025,23
842,2023-05-21,54.8,69.6,62.14166667,14.8
843,2023-05-22,53.2,76.4,63.25833333,23.2
844,2023-05-23,52.8,75.7,63.44166667,22.9
845,2023-05-24,54.3,76.2,65.51666667,21.9
846,2023-05-25,53.9,77.5,66.95833333,23.6
847,2023-05-26,58.4,77.7,68.5,19.3
848,2023-05-27,56.6,79.6,66.95833333,23
849,2023-05-28,54.4,79.6,65.625,25.2
850,2023-05-29,53.7,78.3,64.76666667,24.6
851,2023-05-30,52.8,77.6,63.5,24.8
852,2023-05-31,52.1,78.4,63.84166667,26.3
853,2023-06-01,53.3,78.2,64.85,24.9
854,2023-06-02,53.7,76.3,64.6,22.6
855,2023-06-03,54.9,78.8,66.01666667,23.9
856,2023-06-04,54.1,78.8,63.45833333,24.7
857,2023-06-05,51.5,73.2,62.05,21.7
858,2023-06-06,55.6,74.8,65.81666667,19.2
859,2023-06-07,58.4,75.2,66.90833333,16.8
860,2023-06-08,56.6,73.1,63.425,16.5
861,2023-06-09,54.4,70.2,60.14166667,15.8
862,2023-06-10,53.2,70.6,60.18333333,17.4
863,2023-06-11,54.4,73.7,63.31666667,19.3
864,2023-06-12,56.3,74.9,65.04166667,18.6
865,2023-06-13,56.1,77.4,64.25,21.3
866,2023-06-14,53.7,77.7,63.78333333,24
867,2023-06-15,55,77.4,64.15,22.4
868,2023-06-16,55.8,76.6,63.74166667,20.8
869,2023-06-17,54.3,76.1,61.3,21.8
870,2023-06-18,52.5,60.5,55.95833333,8
871,2023-06-19,51.8,56.8,54.49166667,5
872,2023-06-20,53.2,58.9,55.65,5.7
873,2023-06-21,54,60,56.81666667,6
874,2023-06-22,52,69.1,59.60833333,17.1
875,2023-06-23,55.9,64.1,60.175,8.2
876,2023-06-24,54.5,61.8,58,7.3
877,2023-06-25,53.2,62.9,57.55,9.7
878,2023-06-26,53.6,61.8,57.51666667,8.2
879,2023-06-27,54,62.3,57.96666667,8.3
880,2023-06-28,55,62.5,58.59166667,7.5
881,2023-06-29,55.7,63.7,59.65833333,8
882,2023-06-30,56.9,64,60.275,7.1
883,2023-07-01,55.3,67.2,60.325,11.9
884,2023-07-02,54.9,66.4,60.45833333,11.5
885,2023-07-03,54.9,70,62.49166667,15.1
886,2023-07-04,59.6,73,65.975,13.4
887,2023-07-05,61,74.7,67.21666667,13.7
888,2023-07-06,58.7,67.3,62.65,8.6
889,2023-07-07,56.2,73.8,61.55789474,17.6
890,2023-07-08,57.7,75.4,64.85833333,17.7
891,2023-07-09,55.9,75.3,64.75,19.4
892,2023-07-10,57,72.5,64.53333333,15.5
893,2023-07-11,57.4,72.9,65.08333333,15.5
894,2023-07-12,57.5,69.9,64.05,12.4
895,2023-07-13,56.3,72.9,64.125,16.6
896,2023-07-14,56.4,72.5,64.66666667,16.1
897,2023-07-15,56.6,72.4,64.675,15.8
898,2023-07-16,58.7,73.3,66.08333333,14.6
899,2023-07-17,61.6,73.3,66.90833333,11.7
900,2023-07-18,58.8,73.5,66.25833333,14.7
901,2023-07-19,58.9,77.1,67.725,18.2
902,2023-07-20,60.4,72.9,65.3,12.5
903,2023-07-21,58.7,72.5,62.86666667,13.8
904,2023-07-22,58.1,73.5,63.13333333,15.4
905,2023-07-23,57.7,73.5,63.24166667,15.8
906,2023-07-24,58.9,63.2,60.925,4.3
907,2023-07-25,56.7,73.3,60.95,16.6
908,2023-07-26,56.6,76,62.8,19.4
909,2023-07-27,58.9,75.5,64.23333333,16.6
910,2023-07-28,58,74,63.61666667,16
911,2023-07-29,58.6,73,63.29166667,14.4
912,2023-07-30,57.7,74,62.79166667,16.3
913,2023-07-31,57.4,73.9,63.48333333,16.5
914,2023-08-01,58.8,77.2,64.05833333,18.4
915,2023-08-02,55.7,78.7,62.95833333,23
916,2023-08-03,56.8,81.6,64.16666667,24.8
917,2023-08-04,57.9,82.4,64.69166667,24.5
918,2023-08-05,59,66.8,61.79166667,7.8
919,2023-08-06,57,71.6,62.15,14.6
920,2023-08-07,59.9,85.2,65.425,25.3
921,2023-08-08,58.8,74.4,64.31666667,15.6
922,2023-08-09,59.7,71.3,63.6,11.6
923,2023-08-10,59.1,88.5,64.78333333,29.4
924,2023-08-11,56.2,86.7,63.56666667,30.5
925,2023-08-12,58.5,87.1,66.44166667,28.6
926,2023-08-13,62.1,98.3,72.29166667,36.2
927,2023-08-14,66.8,98.4,75.45,31.6
928,2023-08-15,68,96.5,75.40833333,28.5
929,2023-08-16,65,94.4,73.375,29.4
930,2023-08-17,64.4,92.7,71.11666667,28.3
931,2023-08-18,58.7,88,66.46666667,29.3
932,2023-08-19,56.9,81.3,65.40833333,24.4
933,2023-08-20,59.9,82.8,66.98333333,22.9
934,2023-08-21,56.8,82.5,63.75,25.7
935,2023-08-22,57,86.6,64.425,29.6
936,2023-08-23,58.3,74,62.05,15.7
937,2023-08-24,55.5,82.5,64.54166667,27
938,2023-08-25,61,71.3,65.4,10.3
939,2023-08-26,59.7,87.7,69.825,28
940,2023-08-27,64,85.4,69.33333333,21.4
941,2023-08-28,58.3,64.6,61.05,6.3
942,2023-08-29,56.8,58.4,57.725,1.6
943,2023-08-30,55.1,64.8,59.14166667,9.7
944,2023-08-31,57.8,74.1,62.8,16.3
945,2023-09-01,58.5,81.8,65.76666667,23.3
946,2023-09-02,60.4,83.8,68.03333333,23.4
947,2023-09-03,58.6,65.4,61.85833333,6.8
948,2023-09-04,55.3,72.5,61.075,17.2
949,2023-09-05,55.9,77.6,61.4,21.7
950,2023-09-06,54.5,70.2,59.99166667,15.7
951,2023-09-07,55,65.4,59.96666667,10.4
952,2023-09-08,53,71.7,58.59166667,18.7
953,2023-09-09,51.3,81.2,61.96666667,29.9
954,2023-09-10,55.9,75.4,62.53333333,19.5
955,2023-09-11,57.3,75.8,62.65833333,18.5
956,2023-09-12,56.1,68.3,59.8,12.2
957,2023-09-13,54.1,75.7,62.51666667,21.6
958,2023-09-14,55.8,81.5,65.46666667,25.7
959,2023-09-15,55.9,83.5,64.65,27.6
960,2023-09-16,53.8,75.5,60.91666667,21.7
961,2023-09-17,55.3,82.8,62.79166667,27.5
962,2023-09-18,56,79.7,62.79166667,23.7
963,2023-09-19,54.4,64.9,58.33333333,10.5
964,2023-09-20,53.1,73.3,61.00833333,20.2
965,2023-09-21,55.8,74.7,63.08333333,18.9
966,2023-09-22,53.3,72.5,61.13333333,19.2
967,2023-09-23,54.5,58.8,57.24166667,4.3
968,2023-09-24,51.5,62.1,55.975,10.6
969,2023-09-25,56.6,63.7,58.625,7.1
970,2023-09-26,54.6,61.9,57.35833333,7.3
971,2023-09-27,54.8,62.6,57.75833333,7.8
972,2023-09-28,53.9,77.4,59.14166667,23.5
973,2023-09-29,47.3,68.7,55.225,21.4
974,2023-09-30,50,75.9,58.93333333,25.9
975,2023-10-01,51.1,72.9,58.58333333,21.8
976,2023-10-02,52.8,55.3,54.15833333,2.5
977,2023-10-03,52.3,71.3,59.60833333,19
978,2023-10-04,51.9,74.6,60.11666667,22.7
979,2023-10-05,49.4,54.9,51.56666667,5.5