imb_id,rearing_year,host_plant,collection_stage,sex,stage,duration,start,end,degree_days
20SI088,2020,SIAL,egg,M,first,6,0,6,19.79502164502165
20SI088,2020,SIAL,egg,M,second,4,6,10,17.77779715911275
20SI088,2020,SIAL,egg,M,third,5,10,15,13.785114331723028
20SI088,2020,SIAL,egg,M,fourth,5,15,20,18.414648577148576
20SI088,2020,SIAL,egg,M,fifth,9,20,29,32.158157279548405
20SI088,2020,SIAL,egg,M,pupa,318,29,347,598.925394276417
20SI089,2020,SIAL,egg,F,first,7,0,7,25.439485470801063
20SI089,2020,SIAL,egg,F,second,3,7,10,8.531410628019325
20SI089,2020,SIAL,egg,F,third,5,10,15,16.319807307307308
20SI089,2020,SIAL,egg,F,fourth,5,15,20,17.595159617034614
20SI089,2020,SIAL,egg,F,fifth,9,20,29,38.0532465652627
20SI089,2020,SIAL,egg,F,pupa,330,29,359,599.3755890144747
20SI090,2020,SIAL,egg,M,first,7,0,7,25.439485470801063
20SI090,2020,SIAL,egg,M,second,3,7,10,8.531410628019325
20SI090,2020,SIAL,egg,M,third,3,10,13,10.687037037037037
20SI090,2020,SIAL,egg,M,fourth,5,13,18,18.726569873444873
20SI090,2020,SIAL,egg,M,fifth,9,18,27,33.464704898596025
20SI090,2020,SIAL,egg,M,pupa,316,27,343,592.7225154885383
20SI091,2020,SIAL,egg,NA,first,6,0,6,15.648519381334973
20SI091,2020,SIAL,egg,NA,second,4,6,10,13.611473973973974
20SI091,2020,SIAL,egg,NA,third,4,10,14,14.918236540111538
20SI091,2020,SIAL,egg,NA,fourth,5,14,19,16.525851648351647
20SI091,2020,SIAL,egg,NA,fifth,8,19,27,40.706652751668884
20SI091,2020,SIAL,egg,NA,death,327,27,354,583.5676274760132
20SI092,2020,SIAL,egg,F,first,6,0,6,23.351606682922274
20SI092,2020,SIAL,egg,F,second,3,6,9,8.531410628019325
20SI092,2020,SIAL,egg,F,third,5,9,14,16.319807307307308
20SI092,2020,SIAL,egg,F,fourth,4,14,18,14.918236540111538
20SI092,2020,SIAL,egg,F,fifth,9,18,27,34.894913231929365
20SI092,2020,SIAL,egg,F,pupa,323,27,350,592.3026940599668
20SI093,2020,SIAL,egg,F,first,4,0,4,11.381410628019324
20SI093,2020,SIAL,egg,F,second,6,4,10,21.264648577148577
20SI093,2020,SIAL,egg,F,third,4,10,14,13.726000457875456
20SI093,2020,SIAL,egg,F,fourth,5,14,19,21.02215682167295
20SI093,2020,SIAL,egg,F,fifth,8,19,27,42.50956086506086
20SI093,2020,SIAL,egg,F,pupa,318,27,345,567.4545259687987
20SI094,2020,SIAL,egg,F,first,2,0,2,13.805890804597702
20SI094,2020,SIAL,egg,F,second,4,2,6,10.09018604800164
20SI094,2020,SIAL,egg,F,third,4,6,10,13.517592592592592
20SI094,2020,SIAL,egg,F,fourth,5,10,15,18.726569873444873
20SI094,2020,SIAL,egg,F,fifth,9,15,24,33.464704898596025
20SI094,2020,SIAL,egg,F,pupa,334,24,358,609.2793435932293
20SI096,2020,SIAL,egg,NA,first,5,0,5,13.596795243403939
20SI096,2020,SIAL,egg,NA,second,4,5,9,13.611473973973974
20SI096,2020,SIAL,egg,NA,third,4,9,13,14.918236540111538
20SI096,2020,SIAL,egg,NA,fourth,5,13,18,16.525851648351647
20SI096,2020,SIAL,egg,NA,fifth,9,18,27,45.331652751668884
20SI096,2020,SIAL,egg,NA,death,327,27,354,580.5405619489476
20SI097,2020,SIAL,egg,M,first,6,0,6,17.952686048001638
20SI097,2020,SIAL,egg,M,second,5,6,11,16.319807307307308
20SI097,2020,SIAL,egg,M,third,3,11,14,12.639069873444871
20SI097,2020,SIAL,egg,M,fourth,6,14,20,19.24147664835165
20SI097,2020,SIAL,egg,M,fifth,8,20,28,40.706652751668884
20SI097,2020,SIAL,egg,M,pupa,316,28,344,570.9170539500767
20SI098,2020,SIAL,egg,M,first,5,0,5,15.244352714668306
20SI098,2020,SIAL,egg,M,second,4,5,9,13.517592592592592
20SI098,2020,SIAL,egg,M,third,4,9,13,16.01094487344487
20SI098,2020,SIAL,egg,M,fourth,6,13,19,19.472429029304028
20SI098,2020,SIAL,egg,M,fifth,6,19,25,30.064894916911047
20SI098,2020,SIAL,egg,M,pupa,321,25,346,587.7776940599668
20SI099,2020,SIAL,egg,M,first,6,0,6,21.844352714668307
20SI099,2020,SIAL,egg,M,second,4,6,10,13.517592592592592
20SI099,2020,SIAL,egg,M,third,5,10,15,18.726569873444873
20SI099,2020,SIAL,egg,M,fourth,5,15,20,16.008143315018316
20SI099,2020,SIAL,egg,M,fifth,9,20,29,43.73165275166888
20SI099,2020,SIAL,egg,M,pupa,308,29,337,566.53538728341
20SI100,2020,SIAL,egg,M,first,5,0,5,19.01379715911275
20SI100,2020,SIAL,egg,M,second,4,5,9,12.028592592592593
20SI100,2020,SIAL,egg,M,third,5,9,14,18.414648577148576
20SI100,2020,SIAL,egg,M,fourth,4,14,18,13.726000457875456
20SI100,2020,SIAL,egg,M,fifth,10,18,28,45.746785026801156
20SI100,2020,SIAL,egg,M,pupa,321,28,349,580.3078222650951
20SI101,2020,SIAL,egg,M,first,6,0,6,15.648519381334973
20SI101,2020,SIAL,egg,M,second,4,6,10,13.611473973973974
20SI101,2020,SIAL,egg,M,third,3,10,13,12.639069873444871
20SI101,2020,SIAL,egg,M,fourth,5,13,18,16.008143315018316
20SI101,2020,SIAL,egg,M,fifth,8,18,26,40.435356455372585
20SI101,2020,SIAL,egg,M,pupa,327,26,353,588.4996274760132
20SI102,2020,SIAL,egg,F,first,6,0,6,22.28046382577942
20SI102,2020,SIAL,egg,F,second,4,6,10,12.028592592592593
20SI102,2020,SIAL,egg,F,third,5,10,15,18.414648577148576
20SI102,2020,SIAL,egg,F,fourth,5,15,20,16.447429029304026
20SI102,2020,SIAL,egg,F,fifth,8,20,28,38.22478502680116
20SI102,2020,SIAL,egg,F,pupa,322,28,350,585.7462838035566
20SI103,2020,SIAL,egg,F,first,6,0,6,23.351606682922274
20SI103,2020,SIAL,egg,F,second,3,6,9,8.531410628019325
20SI103,2020,SIAL,egg,F,third,5,9,14,16.319807307307308
20SI103,2020,SIAL,egg,F,fourth,6,14,20,20.185159617034614
20SI103,2020,SIAL,egg,F,fifth,8,20,28,35.37632348833962
20SI103,2020,SIAL,egg,F,pupa,328,28,356,599.3389223478081
20SI105,2020,SIAL,egg,M,first,7,0,7,25.439485470801063
20SI105,2020,SIAL,egg,M,second,3,7,10,8.531410628019325
20SI105,2020,SIAL,egg,M,third,4,10,14,14.049537037037037
20SI105,2020,SIAL,egg,M,fourth,5,14,19,18.28073654011154
20SI105,2020,SIAL,egg,M,fifth,9,19,28,34.894913231929365
20SI105,2020,SIAL,egg,M,pupa,312,28,340,586.489182155205
20SI106,2020,SIAL,egg,M,first,7,0,7,25.439485470801063
20SI106,2020,SIAL,egg,M,second,3,7,10,8.531410628019325
20SI106,2020,SIAL,egg,M,third,4,10,14,14.049537037037037
20SI106,2020,SIAL,egg,M,fourth,4,14,18,16.001569873444872
20SI106,2020,SIAL,egg,M,fifth,8,18,26,28.693871565262693
20SI106,2020,SIAL,egg,M,pupa,311,26,337,590.7039840200068
20SI107,2020,SIAL,egg,M,first,5,0,5,15.244352714668306
20SI107,2020,SIAL,egg,M,second,4,5,9,13.517592592592592
20SI107,2020,SIAL,egg,M,third,4,9,13,16.01094487344487
20SI107,2020,SIAL,egg,M,fourth,5,13,18,16.447429029304026
20SI107,2020,SIAL,egg,M,fifth,8,18,26,38.22478502680116
20SI107,2020,SIAL,egg,M,pupa,312,26,338,578.3683488218716
20SI108,2020,SIAL,egg,F,first,6,0,6,15.648519381334973
20SI108,2020,SIAL,egg,F,second,5,6,11,17.800362862862862
20SI108,2020,SIAL,egg,F,third,4,11,15,15.324889346764344
20SI108,2020,SIAL,egg,F,fourth,4,15,19,14.246684981684982
20SI108,2020,SIAL,egg,F,fifth,9,19,28,45.331652751668884
20SI108,2020,SIAL,egg,F,pupa,337,28,365,599.692711241097
20SI109,2020,SIAL,egg,M,first,6,0,6,16.000498947107644
20SI109,2020,SIAL,egg,M,second,2,6,8,8.491203703703704
20SI109,2020,SIAL,egg,M,third,5,8,13,18.28073654011154
20SI109,2020,SIAL,egg,M,fourth,5,13,18,16.525851648351647
20SI109,2020,SIAL,egg,M,fifth,8,18,26,40.706652751668884
20SI109,2020,SIAL,egg,M,pupa,310,26,336,567.99788728341
20SI110,2020,SIAL,egg,M,first,6,0,6,15.648519381334973
20SI110,2020,SIAL,egg,M,second,3,6,9,11.341203703703703
20SI110,2020,SIAL,egg,M,third,3,9,12,13.285944873444873
20SI110,2020,SIAL,egg,M,fourth,6,12,18,19.472429029304028
20SI110,2020,SIAL,egg,M,fifth,9,18,27,43.73165275166888
20SI110,2020,SIAL,egg,M,pupa,314,27,341,570.9170539500767
20SI111,2020,SIAL,egg,M,first,6,0,6,21.844352714668307
20SI111,2020,SIAL,egg,M,second,3,6,9,10.792592592592593
20SI111,2020,SIAL,egg,M,third,5,9,14,18.414648577148576
20SI111,2020,SIAL,egg,M,fourth,4,14,18,13.726000457875456
20SI111,2020,SIAL,egg,M,fifth,9,18,27,40.81478502680116
20SI111,2020,SIAL,egg,M,pupa,311,27,338,578.2683488218715
20SI112,2020,SIAL,egg,F,first,7,0,7,24.55268604800164
20SI112,2020,SIAL,egg,F,second,3,7,10,10.687037037037037
20SI112,2020,SIAL,egg,F,third,6,10,16,21.00573654011154
20SI112,2020,SIAL,egg,F,fourth,5,16,21,16.525851648351647
20SI113,2020,SIAL,egg,F,first,7,0,7,23.97298191048191
20SI113,2020,SIAL,egg,F,second,2,7,9,8.45907738095238
20SI113,2020,SIAL,egg,F,third,4,9,13,13.292518315018315
20SI113,2020,SIAL,egg,F,fourth,4,13,17,20.481561583577715
20SI113,2020,SIAL,egg,F,fifth,9,17,26,45.43193848743849
20SI113,2020,SIAL,egg,F,pupa,326,26,352,568.6474051057908
20SI115,2020,SIAL,egg,M,first,7,0,7,23.40944024381524
20SI115,2020,SIAL,egg,M,second,4,7,11,13.292518315018315
20SI115,2020,SIAL,egg,M,third,4,11,15,20.481561583577715
20SI115,2020,SIAL,egg,M,fourth,4,15,19,24.724628205128205
20SI115,2020,SIAL,egg,M,fifth,9,19,28,38.32700869500869
20SI115,2020,SIAL,egg,M,pupa,313,28,341,546.4456487349215
20SI116,2020,SIAL,egg,F,first,2,0,2,8.491203703703704
20SI116,2020,SIAL,egg,F,second,4,2,6,16.001569873444872
20SI116,2020,SIAL,egg,F,third,5,6,11,16.008143315018316
20SI116,2020,SIAL,egg,F,fourth,5,11,16,24.627394916911047
20SI116,2020,SIAL,egg,F,fifth,8,16,24,40.66110515410516
20SI116,2020,SIAL,egg,F,pupa,331,24,355,580.7900305884162
20SI117,2020,SIAL,egg,M,first,5,0,5,17.595159617034614
20SI117,2020,SIAL,egg,M,second,4,5,9,14.246684981684982
20SI117,2020,SIAL,egg,M,third,4,9,13,21.602394916911045
20SI117,2020,SIAL,egg,M,fourth,5,13,18,27.875091168091167
20SI117,2020,SIAL,egg,M,fifth,9,18,27,38.144545732045735
20SI117,2020,SIAL,egg,M,pupa,304,27,331,533.2428785884014
20SI118,2020,SIAL,egg,M,first,5,0,5,14.753592592592593
20SI118,2020,SIAL,egg,M,second,4,5,9,16.01094487344487
20SI118,2020,SIAL,egg,M,third,5,9,14,16.447429029304026
20SI118,2020,SIAL,egg,M,fourth,4,14,18,18.43215682167295
20SI118,2020,SIAL,egg,M,fifth,9,18,27,45.91981727531728
20SI118,2020,SIAL,egg,M,pupa,306,27,333,555.4008334113562
20SI119,2020,SIAL,egg,M,first,5,0,5,14.753592592592593
20SI119,2020,SIAL,egg,M,second,4,5,9,16.01094487344487
20SI119,2020,SIAL,egg,M,third,4,9,13,13.726000457875456
20SI119,2020,SIAL,egg,M,fourth,5,13,18,21.02215682167295
20SI119,2020,SIAL,egg,M,fifth,8,18,26,42.50956086506086
20SI119,2020,SIAL,egg,M,pupa,335,26,361,592.1468779077636
20SI120,2020,SIAL,egg,F,first,5,0,5,18.726569873444873
20SI120,2020,SIAL,egg,F,second,5,5,10,16.008143315018316
20SI120,2020,SIAL,egg,F,third,4,10,14,20.481561583577715
20SI120,2020,SIAL,egg,F,fourth,4,14,18,24.724628205128205
20SI120,2020,SIAL,egg,F,fifth,10,18,28,42.60617536167536
20SI120,2020,SIAL,egg,F,pupa,319,28,347,550.4418495502352
20SI121,2020,SIAL,egg,M,first,5,0,5,16.319807307307308
20SI121,2020,SIAL,egg,M,second,4,5,9,14.918236540111538
20SI121,2020,SIAL,egg,M,third,5,9,14,16.525851648351647
20SI121,2020,SIAL,egg,M,fourth,4,14,18,21.602394916911045
20SI121,2020,SIAL,egg,M,fifth,8,18,26,40.66110515410516
20SI121,2020,SIAL,egg,M,pupa,310,26,336,555.0097436677664
20SI123,2020,SIAL,egg,F,first,6,0,6,21.130273577148575
20SI123,2020,SIAL,egg,F,second,4,6,10,12.983143315018314
20SI123,2020,SIAL,egg,F,third,4,10,14,18.43215682167295
20SI123,2020,SIAL,egg,F,fourth,4,14,18,25.080506993006992
20SI123,2020,SIAL,egg,F,fifth,8,18,26,38.211105154105155
20SI123,2020,SIAL,egg,F,pupa,334,26,360,592.9466972550829
20SI124,2020,SIAL,egg,NA,first,6,0,6,21.00573654011154
20SI124,2020,SIAL,egg,NA,second,5,6,11,16.525851648351647
20SI124,2020,SIAL,egg,NA,third,3,11,14,17.456561583577713
20SI124,2020,SIAL,egg,NA,fourth,4,14,18,24.724628205128205
20SI124,2020,SIAL,egg,NA,fifth,11,18,29,46.37284202834203
20SI124,2020,SIAL,egg,NA,death,327,29,356,562.3939988423846
20SI125,2020,SIAL,egg,F,first,8,0,8,25.931588188463188
20SI125,2020,SIAL,egg,F,second,3,8,11,15.71072825024438
20SI125,2020,SIAL,egg,F,third,4,11,15,25.080506993006992
20SI125,2020,SIAL,egg,F,fourth,5,15,20,26.27777182077182
20SI125,2020,SIAL,egg,F,fifth,9,20,29,36.52750027750028
20SI125,2020,SIAL,egg,F,pupa,316,29,345,537.8335162169019
20SI126,2020,SIAL,egg,M,first,7,0,7,22.906588188463186
20SI126,2020,SIAL,egg,M,second,4,7,11,18.43215682167295
20SI126,2020,SIAL,egg,M,third,4,11,15,25.080506993006992
20SI126,2020,SIAL,egg,M,fourth,5,15,20,26.27777182077182
20SI126,2020,SIAL,egg,M,fifth,9,20,29,36.52750027750028
20SI126,2020,SIAL,egg,M,pupa,313,29,342,537.5276187810044
20SI127,2020,SIAL,egg,F,first,10,0,10,32.019088188463186
20SI127,2020,SIAL,egg,F,second,3,10,13,15.71072825024438
20SI127,2020,SIAL,egg,F,third,4,13,17,25.080506993006992
20SI127,2020,SIAL,egg,F,fourth,4,17,21,22.86751541051541
20SI127,2020,SIAL,egg,F,fifth,9,21,30,38.082045732045735
20SI127,2020,SIAL,egg,F,pupa,315,30,345,542.1267854476712
20SI128,2020,SIAL,egg,F,first,5,0,5,16.008143315018316
20SI128,2020,SIAL,egg,F,second,4,5,9,20.481561583577715
20SI128,2020,SIAL,egg,F,third,3,9,12,19.792628205128207
20SI128,2020,SIAL,egg,F,fourth,5,12,17,26.27777182077182
20SI128,2020,SIAL,egg,F,fifth,8,17,25,33.50628815628816
20SI128,2020,SIAL,egg,F,pupa,322,25,347,550.9231655090512
20SI129,2020,SIAL,egg,M,first,6,0,6,23.699079898596025
20SI129,2020,SIAL,egg,M,second,3,6,9,19.642045454545453
20SI129,2020,SIAL,egg,M,third,5,9,14,28.30501541051541
20SI129,2020,SIAL,egg,M,fourth,4,14,18,19.91934731934732
20SI129,2020,SIAL,egg,M,fifth,9,18,27,36.29463074507192
20SI129,2020,SIAL,egg,M,pupa,299,27,326,513.4842795893612
20SI130,2020,SIAL,egg,M,first,6,0,6,19.24147664835165
20SI130,2020,SIAL,egg,M,second,4,6,10,21.602394916911045
20SI130,2020,SIAL,egg,M,third,6,10,16,32.450848743848745
20SI130,2020,SIAL,egg,M,fourth,2,16,18,12.786013986013987
20SI130,2020,SIAL,egg,M,fifth,8,18,26,33.11724386724387
20SI130,2020,SIAL,egg,M,pupa,304,26,330,524.9137119217347
20SI132,2020,SIAL,egg,F,first,5,0,5,18.41120111071724
20SI132,2020,SIAL,egg,F,second,3,5,8,18.36906158357771
20SI132,2020,SIAL,egg,F,third,4,8,12,23.250091168091167
20SI132,2020,SIAL,egg,F,fourth,5,12,17,24.000643615643618
20SI132,2020,SIAL,egg,F,fifth,9,17,26,36.72546407840525
20SI132,2020,SIAL,egg,F,pupa,321,26,347,543.7086841570698
20SI135,2020,SIAL,egg,NA,first,5,0,5,21.02215682167295
20SI135,2020,SIAL,egg,NA,death,4,5,9,25.080506993006992
20SI136,2020,SIAL,egg,M,first,5,0,5,21.02215682167295
20SI136,2020,SIAL,egg,M,second,4,5,9,25.080506993006992
20SI136,2020,SIAL,egg,M,third,4,9,13,22.86751541051541
20SI136,2020,SIAL,egg,M,fourth,4,13,17,19.91934731934732
20SI136,2020,SIAL,egg,M,fifth,9,17,26,36.29463074507192
20SI136,2020,SIAL,egg,M,pupa,305,26,331,517.9430479043795
20SI137,2020,SIAL,egg,F,first,5,0,5,18.41120111071724
20SI137,2020,SIAL,egg,F,second,3,5,8,18.36906158357771
20SI137,2020,SIAL,egg,F,third,4,8,12,23.250091168091167
20SI137,2020,SIAL,egg,F,fourth,4,12,16,20.70731028231028
20SI137,2020,SIAL,egg,F,fifth,9,16,25,37.08134643134643
20SI137,2020,SIAL,egg,F,pupa,312,25,337,534.5064066597923
20SI138,2020,SIAL,egg,M,first,5,0,5,21.02215682167295
20SI138,2020,SIAL,egg,M,second,4,5,9,25.080506993006992
20SI138,2020,SIAL,egg,M,third,3,9,12,18.291757834757835
20SI138,2020,SIAL,egg,M,fourth,5,12,17,24.54434731934732
20SI138,2020,SIAL,egg,M,fifth,9,17,26,36.29463074507192
20SI138,2020,SIAL,egg,M,pupa,295,26,321,510.56511292269454
20SI139,2020,SIAL,egg,F,first,5,0,5,18.41120111071724
20SI139,2020,SIAL,egg,F,second,4,5,9,23.80656158357771
20SI139,2020,SIAL,egg,F,third,3,9,12,19.104257834757835
20SI139,2020,SIAL,egg,F,fourth,5,12,17,24.000643615643618
20SI139,2020,SIAL,egg,F,fifth,9,17,26,36.72546407840525
20SI139,2020,SIAL,egg,F,pupa,321,26,347,543.7086841570698
20SI140,2020,SIAL,egg,NA,first,5,0,5,29.24502312203925
20SI140,2020,SIAL,egg,NA,second,4,5,9,22.86751541051541
20SI140,2020,SIAL,egg,NA,third,3,9,12,16.07934731934732
20SI140,2020,SIAL,egg,NA,fourth,5,12,17,20.733531746031744
20SI140,2020,SIAL,egg,NA,fifth,8,17,25,36.22330488139312
20SI140,2020,SIAL,egg,NA,death,327,25,352,565.9556030937266
20SI141,2020,SIAL,egg,NA,first,5,0,5,24.627394916911047
20SI141,2020,SIAL,egg,NA,death,4,5,9,23.250091168091167
20SI143,2020,SIAL,egg,F,first,7,0,7,28.46991323192936
20SI143,2020,SIAL,egg,F,second,4,7,11,24.724628205128205
20SI143,2020,SIAL,egg,F,third,3,11,14,17.42905387205387
20SI143,2020,SIAL,egg,F,fourth,5,14,19,22.01656954156954
20SI143,2020,SIAL,egg,F,fifth,8,19,27,32.454630745071924
20SI143,2020,SIAL,egg,F,pupa,324,27,351,551.1562331766777
20SI144,2020,SIAL,egg,F,first,5,0,5,24.627394916911047
20SI144,2020,SIAL,egg,F,second,3,5,8,19.953794871794873
20SI144,2020,SIAL,egg,F,third,4,8,12,20.839310282310283
20SI144,2020,SIAL,egg,F,fourth,4,12,16,17.440811965811967
20SI144,2020,SIAL,egg,F,fifth,8,16,24,32.454630745071924
20SI144,2020,SIAL,egg,F,pupa,313,24,337,526.4040838845284
20SI155,2020,SIAL,egg,M,first,5,0,5,25.639310282310284
20SI155,2020,SIAL,egg,M,second,3,5,8,14.030555555555555
20SI155,2020,SIAL,egg,M,third,4,8,12,18.16269841269841
20SI155,2020,SIAL,egg,M,fourth,4,12,16,18.85443233237351
20SI155,2020,SIAL,egg,M,fifth,8,16,24,45.734405866277065
20SI155,2020,SIAL,egg,M,pupa,308,24,332,489.38034901392234
20SI157,2020,SIAL,egg,F,first,5,0,5,24.000643615643618
20SI157,2020,SIAL,egg,F,second,4,5,9,16.96686507936508
20SI157,2020,SIAL,egg,F,third,4,9,13,19.593648018648018
20SI157,2020,SIAL,egg,F,fourth,4,13,17,19.318759426847663
20SI157,2020,SIAL,egg,F,fifth,8,17,25,54.93890288247485
20SI157,2020,SIAL,egg,F,pupa,304,25,329,471.6667018277751
20SI160,2020,SIAL,egg,M,first,5,0,5,26.27777182077182
20SI160,2020,SIAL,egg,M,second,3,5,8,15.343589743589744
20SI160,2020,SIAL,egg,M,third,4,8,12,17.440198412698415
20SI160,2020,SIAL,egg,M,fourth,4,12,16,19.758598999040174
20SI160,2020,SIAL,egg,M,fifth,8,16,24,44.35428108909346
20SI160,2020,SIAL,egg,M,pupa,321,24,345,539.8531349520343
20SI162,2020,SIAL,egg,M,first,4,0,4,20.839310282310283
20SI162,2020,SIAL,egg,M,second,4,4,8,17.440811965811967
20SI162,2020,SIAL,egg,M,third,3,8,11,13.600198412698413
20SI162,2020,SIAL,egg,M,fourth,5,11,16,22.62109899904018
20SI162,2020,SIAL,egg,M,fifth,7,16,23,39.910163442034644
20SI162,2020,SIAL,egg,M,pupa,304,23,327,492.20385633992964
20SI163,2020,SIAL,egg,F,first,5,0,5,26.27777182077182
20SI163,2020,SIAL,egg,F,second,6,5,11,25.17712148962149
20SI163,2020,SIAL,egg,F,third,4,11,15,19.593648018648018
20SI163,2020,SIAL,egg,F,fourth,6,15,21,29.581259426847666
20SI163,2020,SIAL,egg,F,fifth,9,21,30,61.46967211324408
20SI163,2020,SIAL,egg,F,pupa,272,30,302,430.6326580040206
20SI173,2020,SIAL,egg,NA,first,5,0,5,21.76686507936508
20SI173,2020,SIAL,egg,NA,second,5,5,10,24.037765665706843
20SI173,2020,SIAL,egg,NA,third,5,10,15,25.617156862745098
20SI173,2020,SIAL,egg,NA,fourth,9,15,24,61.46967211324408
20SI173,2020,SIAL,egg,NA,death,8,24,32,60.697240259740255
20SI187,2020,SIAL,egg,F,first,5,0,5,21.76686507936508
20SI187,2020,SIAL,egg,F,second,4,5,9,19.593648018648018
20SI187,2020,SIAL,egg,F,third,3,9,12,14.485426093514329
20SI187,2020,SIAL,egg,F,fourth,4,12,16,23.4415736984449
20SI187,2020,SIAL,egg,F,fifth,8,16,24,56.761338779910744
20SI187,2020,SIAL,egg,F,pupa,297,24,321,453.60130845303394
20SI191,2020,SIAL,egg,NA,first,6,0,6,25.023910533910534
20SI191,2020,SIAL,egg,NA,second,4,6,10,17.50663821472645
20SI191,2020,SIAL,egg,NA,third,4,10,14,23.4415736984449
20SI191,2020,SIAL,egg,NA,fourth,4,14,18,34.28219998392412
20SI191,2020,SIAL,egg,NA,fifth,9,18,27,65.66842451027233
20SI191,2020,SIAL,egg,NA,death,327,27,354,527.8591689680406
20SI233,2020,SIAL,egg,F,first,5,0,5,27.875091168091167
20SI233,2020,SIAL,egg,F,second,3,5,8,17.411013986013987
20SI233,2020,SIAL,egg,F,third,4,8,12,17.487698412698414
20SI233,2020,SIAL,egg,F,fourth,4,12,16,19.086688311688313
20SI233,2020,SIAL,egg,F,fifth,9,16,25,45.36042910774148
20SI233,2020,SIAL,egg,F,pupa,307,25,332,500.10001018608347
20SI235,2020,SIAL,egg,M,first,4,0,4,23.250091168091167
20SI235,2020,SIAL,egg,M,second,4,4,8,20.70731028231028
20SI235,2020,SIAL,egg,M,third,4,8,12,17.487698412698414
20SI235,2020,SIAL,egg,M,fourth,4,12,16,19.086688311688313
20SI235,2020,SIAL,egg,M,fifth,9,16,25,45.36042910774148
20SI235,2020,SIAL,egg,M,pupa,312,25,337,508.6271594782328
20SI236,2020,SIAL,egg,F,first,6,0,6,31.71527182077182
20SI236,2020,SIAL,egg,F,second,5,6,11,20.897954822954823
20SI236,2020,SIAL,egg,F,third,5,11,16,23.050790875790877
20SI236,2020,SIAL,egg,F,fourth,5,16,21,24.87292609351433
20SI236,2020,SIAL,egg,F,fifth,8,21,29,56.924800318372284
20SI236,2020,SIAL,egg,F,pupa,302,29,331,465.38797511970057
