imb_id,rearing_year,host_plant,collection_date,collection_stage,hatch_date,date_instar_2,date_instar_3,date_instar_4,date_instar_5,pupation_date,overall_survival,stage_at_death,release_year,eclosure_date,release_date,sex
24SI013,2024,SIAL,2024-05-04,egg,2024-05-10,2024-05-15,2024-05-20,2024-05-25,2024-05-31,2024-06-09,Y,NA,NA,NA,NA,NA
24SI014,2024,SIAL,2024-05-04,egg,2024-05-10,2024-05-14,2024-05-19,2024-05-24,2024-05-30,2024-06-08,Y,NA,NA,NA,NA,NA
24SI015,2024,SIAL,2024-05-04,egg,2024-05-10,2024-05-14,2024-05-19,2024-05-24,2024-05-31,2024-06-09,Y,NA,NA,NA,NA,NA
24SI017,2024,SIAL,2024-05-05,egg,2024-05-11,2024-05-16,2024-05-19,2024-05-24,2024-05-30,2024-06-08,Y,NA,NA,NA,NA,NA
24SI018,2024,SIAL,2024-05-05,egg,2024-05-11,2024-05-16,2024-05-19,2024-05-24,2024-05-30,2024-06-08,Y,NA,NA,NA,NA,NA
24SI019,2024,SIAL,2024-05-06,egg,2024-05-11,2024-05-16,2024-05-20,2024-05-25,2024-05-30,2024-06-09,Y,NA,NA,NA,NA,NA
24SI020,2024,SIAL,2024-05-06,egg,2024-05-11,2024-05-16,2024-05-20,2024-05-24,2024-05-30,2024-06-08,Y,NA,NA,NA,NA,NA
24SI021,2024,SIAL,2024-05-06,egg,2024-05-11,2024-05-16,2024-05-20,2024-05-25,2024-05-31,2024-06-09,Y,NA,NA,NA,NA,NA
24SI023,2024,SIAL,2024-05-09,egg,2024-05-12,2024-05-17,2024-05-22,2024-05-26,2024-06-01,2024-06-16,N,pupa,NA,NA,NA,NA
24SI024,2024,SIAL,2024-05-09,egg,2024-05-12,2024-05-17,2024-05-23,2024-05-28,2024-06-03,2024-06-12,Y,NA,NA,NA,NA,NA
24SI025,2024,SIAL,2024-05-09,egg,2024-05-11,2024-05-18,2024-05-23,2024-05-27,2024-06-02,2024-06-12,Y,NA,NA,NA,NA,NA
24SI026,2024,SIAL,2024-05-09,egg,2024-05-16,2024-05-26,2024-06-01,2024-06-08,2024-06-20,2024-06-30,Y,NA,NA,NA,NA,NA
24SI027,2024,SIAL,2024-05-09,egg,2024-05-14,2024-05-21,2024-05-26,2024-05-31,2024-06-06,2024-06-15,Y,NA,NA,NA,NA,NA
24SI028,2024,SIAL,2024-05-09,egg,2024-05-10,2024-05-15,2024-05-19,2024-05-25,2024-05-31,2024-06-09,Y,NA,NA,NA,NA,NA
24SI029,2024,SIAL,2024-05-09,egg,2024-05-12,2024-05-18,2024-05-22,2024-05-27,2024-06-02,2024-06-12,Y,NA,NA,NA,NA,NA
24SI030,2024,SIAL,2024-05-09,egg,2024-05-10,2024-05-14,2024-05-19,2024-05-23,2024-05-29,2024-06-08,Y,NA,NA,NA,NA,NA
24SI031,2024,SIAL,2024-05-09,egg,2024-05-11,2024-05-19,2024-05-28,2024-06-02,2024-06-08,2024-06-18,Y,NA,NA,NA,NA,NA
24SI032,2024,SIAL,2024-05-09,egg,2024-05-11,2024-05-18,2024-05-23,2024-05-28,2024-06-02,2024-06-12,Y,NA,NA,NA,NA,NA
24SI033,2024,SIAL,2024-05-10,egg,2024-05-14,2024-05-21,2024-05-27,2024-06-01,2024-06-07,2024-06-17,Y,NA,NA,NA,NA,NA
24SI034,2024,SIAL,2024-05-10,egg,2024-05-15,2024-05-23,2024-05-27,2024-06-01,2024-06-07,2024-06-16,Y,NA,NA,NA,NA,NA
24SI035,2024,SIAL,2024-05-10,egg,2024-05-14,2024-05-20,2024-05-24,2024-05-29,2024-06-03,2024-06-12,Y,NA,NA,NA,NA,NA
24SI036,2024,SIAL,2024-05-10,egg,2024-05-15,2024-05-20,2024-05-25,2024-05-29,2024-06-03,2024-06-12,Y,NA,NA,NA,NA,NA
24SI037,2024,SIAL,2024-05-10,egg,2024-05-16,2024-05-23,2024-05-27,2024-05-30,2024-06-05,2024-06-14,Y,NA,NA,NA,NA,NA
24SI038,2024,SIAL,2024-05-13,egg,2024-05-19,2024-05-26,2024-05-30,2024-06-02,2024-06-07,2024-06-16,Y,NA,NA,NA,NA,NA
24SI039,2024,SIAL,2024-05-14,egg,2024-05-21,2024-05-27,2024-06-01,2024-06-05,2024-06-09,2024-06-19,Y,NA,NA,NA,NA,NA
24SI044,2024,SIAL,2024-05-14,egg,2024-05-16,2024-05-23,2024-05-28,2024-05-21,2024-06-05,2024-06-14,Y,NA,NA,NA,NA,NA
24SI045,2024,SIAL,2024-05-16,egg,2024-05-19,2024-05-26,2024-05-31,2024-06-03,2024-06-08,2024-06-18,Y,NA,NA,NA,NA,NA
24SI046,2024,SIAL,2024-05-16,egg,2024-05-21,2024-05-27,2024-06-01,2024-06-06,2024-06-10,2024-06-21,Y,NA,NA,NA,NA,NA
24SI047,2024,SIAL,2024-05-16,egg,2024-05-21,2024-05-28,2024-06-01,2024-06-06,2024-06-10,2024-06-20,Y,NA,NA,NA,NA,NA
24SI048,2024,SIAL,2024-05-16,egg,2024-05-21,2024-05-28,2024-06-01,2024-06-06,2024-06-10,2024-06-20,Y,NA,NA,NA,NA,NA
24SI049,2024,SIAL,2024-05-16,egg,2024-05-24,2024-06-01,2024-06-03,2024-06-09,2024-06-16,2024-06-25,Y,NA,NA,NA,NA,NA
24SI050,2024,SIAL,2024-05-16,egg,2024-05-23,2024-05-29,2024-06-03,2024-06-07,2024-06-12,2024-06-21,Y,NA,NA,NA,NA,NA
24SI051,2024,SIAL,2024-05-16,egg,2024-05-22,2024-05-28,1961-05-01,2024-06-03,2024-06-08,2024-06-18,Y,NA,NA,NA,NA,NA
24SI052,2024,SIAL,2024-05-16,egg,2024-05-21,2024-05-26,2024-05-31,2024-06-04,2024-06-05,2024-06-18,Y,NA,NA,NA,NA,NA
24SI054,2024,SIAL,2024-05-16,egg,2024-05-24,2024-05-28,2024-06-02,2024-06-07,2024-06-12,2024-06-21,Y,NA,NA,NA,NA,NA
24SI055,2024,SIAL,2024-05-16,egg,2024-05-18,2024-05-25,2024-05-29,2024-06-02,2024-06-07,2024-06-16,Y,NA,NA,NA,NA,NA
24SI056,2024,SIAL,2024-05-17,egg,2024-05-21,2024-05-28,2024-06-02,2024-06-06,2024-06-11,2024-06-21,Y,NA,NA,NA,NA,NA
24SI057,2024,SIAL,2024-05-22,egg,2024-05-28,2024-06-03,2024-06-08,2024-06-11,2024-06-17,2024-06-25,Y,NA,NA,NA,NA,NA
24SI059,2024,SIAL,2024-05-22,egg,2024-05-26,2024-06-01,2024-06-06,2024-06-09,2024-06-14,2024-06-23,Y,NA,NA,NA,NA,NA
24SI061,2024,SIAL,2024-05-22,egg,2024-05-25,2024-06-01,2024-06-05,2024-06-09,2024-06-14,2024-06-22,Y,NA,NA,NA,NA,NA
24SI062,2024,SIAL,2024-05-22,egg,2024-05-29,2024-06-04,2024-06-09,2024-06-12,2024-06-18,2024-06-25,Y,NA,NA,NA,NA,NA
24SI063,2024,SIAL,2024-05-23,egg,2024-05-29,2024-06-05,2024-06-08,2024-06-13,2024-06-17,2024-06-25,Y,NA,NA,NA,NA,NA
24SI064,2024,SIAL,2024-05-23,egg,2024-05-25,2024-05-31,2024-06-04,2024-06-08,2024-06-12,2024-06-21,Y,NA,NA,NA,NA,NA
24SI065,2024,SIAL,2024-05-23,egg,2024-05-27,2024-06-02,2024-06-07,2024-06-10,2024-06-15,2024-06-23,Y,NA,NA,NA,NA,NA
24SI066,2024,SIAL,2024-05-23,egg,2024-05-31,2024-06-07,2024-06-10,2024-06-14,2024-06-19,2024-06-27,Y,NA,NA,NA,NA,NA
24SI067,2024,SIAL,2024-05-23,egg,2024-05-27,2024-06-02,2024-06-07,2024-06-10,2024-06-16,2024-06-24,Y,NA,NA,NA,NA,NA
24SI068,2024,SIAL,2024-05-23,egg,2024-05-26,2024-06-01,2024-06-06,2024-06-09,2024-06-14,2024-06-22,Y,NA,NA,NA,NA,NA
24SI069,2024,SIAL,2024-05-27,egg,2024-05-30,2024-06-01,2024-06-07,2024-06-09,2024-06-14,2024-06-22,Y,NA,NA,NA,NA,NA
24SI070,2024,SIAL,2024-05-29,egg,2024-06-02,2024-06-07,2024-06-10,2024-06-14,2024-06-19,2024-06-26,Y,NA,NA,NA,NA,NA
24SI072,2024,SIAL,2024-05-29,egg,2024-06-02,2024-06-08,2024-06-11,2024-06-15,2024-06-20,2024-06-27,Y,NA,NA,NA,NA,NA
24SI073,2024,SIAL,2024-05-29,egg,2024-06-01,2024-06-06,2024-06-09,2024-06-14,2024-06-18,2024-06-26,Y,NA,NA,NA,NA,NA
24SI074,2024,SIAL,2024-05-29,egg,2024-05-31,2024-06-06,2024-06-09,2024-06-14,2024-06-19,2024-06-27,Y,NA,NA,NA,NA,NA
24SI076,2024,SIAL,2024-06-19,egg,2024-06-19,2024-06-20,2024-06-23,2024-06-26,2024-06-30,2024-07-06,Y,NA,NA,NA,NA,NA
24BR002,2024,BRRA,2024-04-21,egg,2024-04-29,2024-05-06,2024-05-10,2024-05-13,2024-05-18,2024-05-29,Y,NA,NA,NA,NA,NA
24BR003,2024,BRRA,2024-04-21,egg,2024-04-30,2024-05-06,2024-05-10,2024-05-12,2024-05-17,2024-05-28,Y,NA,NA,NA,NA,NA
24BR004,2024,BRRA,2024-04-23,egg,2024-04-30,2024-05-07,2024-05-11,2024-05-14,2024-05-19,2024-05-29,Y,NA,NA,NA,NA,NA
24BR005,2024,BRRA,2024-04-23,egg,2024-05-01,2024-05-07,2024-05-11,2024-05-14,2024-05-19,2024-05-29,Y,NA,NA,NA,NA,NA
24BR006,2024,BRRA,2024-04-24,egg,2024-05-04,2024-05-09,2024-05-12,2024-05-17,2024-05-22,2024-06-01,Y,NA,NA,NA,NA,NA
24BR007,2024,BRRA,2024-04-21,egg,2024-05-01,2024-05-07,2024-05-11,2024-05-14,2024-05-19,2024-05-31,Y,NA,NA,NA,NA,NA
24BR008,2024,BRRA,2024-04-26,egg,2024-05-01,2024-05-08,2024-05-11,2024-05-14,2024-05-19,2024-05-31,Y,NA,NA,NA,NA,NA
24BR009,2024,BRRA,2024-04-26,egg,2024-05-02,2024-05-08,2024-05-11,2024-05-14,2024-05-19,2024-05-30,Y,NA,NA,NA,NA,NA
24BR010,2024,BRRA,2024-04-29,egg,2024-05-09,2024-05-14,2024-05-17,2024-05-21,2024-05-27,2024-06-07,Y,NA,NA,NA,NA,NA
24BR011,2024,BRRA,2024-04-29,egg,2024-05-06,2024-05-11,2024-05-13,2024-05-18,2024-05-24,2024-06-03,Y,NA,NA,NA,NA,NA
24BR012,2024,BRRA,2024-04-29,egg,2024-05-09,2024-05-13,2024-05-18,2024-05-23,2024-05-28,2024-06-07,Y,NA,NA,NA,NA,NA
24BR013,2024,BRRA,2024-04-30,egg,2024-05-09,2024-05-13,2024-05-17,2024-05-22,2024-05-28,2024-06-07,Y,NA,NA,NA,NA,NA
24BR014,2024,BRRA,2024-04-30,egg,2024-05-08,2024-05-13,2024-05-17,2024-05-21,2024-05-27,2024-06-07,Y,NA,NA,NA,NA,NA
24BR016,2024,BRRA,2024-05-03,egg,2024-05-10,2024-05-14,2024-05-20,2024-05-25,2024-05-30,2024-06-08,Y,NA,NA,NA,NA,NA
24BR017,2024,BRRA,2024-05-03,egg,2024-05-10,2024-05-16,2024-05-20,2024-05-24,2024-05-29,2024-06-08,Y,NA,NA,NA,NA,NA
24BR018,2024,BRRA,2024-05-04,egg,2024-05-09,2024-05-14,2024-05-19,2024-05-24,2024-05-29,2024-06-08,Y,NA,NA,NA,NA,NA
24BR019,2024,BRRA,2024-05-05,egg,2024-05-11,2024-05-15,2024-05-20,2024-05-24,2024-05-30,2024-06-08,Y,NA,NA,NA,NA,NA
24BR020,2024,BRRA,2024-05-05,egg,2024-05-10,2024-05-14,2024-05-19,2024-05-23,2024-05-29,2024-06-08,Y,NA,NA,NA,NA,NA
24BR021,2024,BRRA,2024-05-06,egg,2024-05-11,2024-05-16,2024-05-20,2024-05-25,2024-05-31,2024-06-09,Y,NA,NA,NA,NA,NA
24BR022,2024,BRRA,2024-05-06,egg,2024-05-09,2024-05-13,2024-05-17,2024-05-22,2024-05-28,2024-06-07,Y,NA,NA,NA,NA,NA
24BR023,2024,BRRA,2024-05-06,egg,2024-05-12,2024-05-18,2024-05-23,2024-05-29,2024-06-03,2024-06-12,Y,NA,NA,NA,NA,NA
24BR024,2024,BRRA,2024-05-10,egg,2024-05-15,2024-05-22,2024-05-27,2024-06-01,2024-06-06,2024-06-16,Y,NA,NA,NA,NA,NA
24BR025,2024,BRRA,2024-05-10,egg,2024-05-17,2024-05-24,2024-05-29,2024-06-03,2024-06-08,2024-06-18,Y,NA,NA,NA,NA,NA
24BR026,2024,BRRA,2024-05-10,egg,2024-05-12,2024-05-17,2024-05-22,2024-05-27,2024-06-02,2024-06-11,Y,NA,NA,NA,NA,NA
24BR027,2024,BRRA,2024-05-13,egg,2024-05-19,2024-05-25,2024-05-29,2024-06-03,2024-06-07,2024-06-16,Y,NA,NA,NA,NA,NA
24BR028,2024,BRRA,2024-05-13,egg,2024-05-19,2024-05-24,2024-05-29,2024-06-03,2024-06-08,2024-06-18,Y,NA,NA,NA,NA,NA
24BR029,2024,BRRA,2024-05-13,egg,2024-05-19,2024-05-25,2024-05-29,2024-06-03,2024-06-08,2024-06-14,Y,NA,NA,NA,NA,NA
24BR030,2024,BRRA,2024-05-13,egg,2024-05-19,2024-05-25,2024-05-29,2024-06-02,2024-06-07,2024-06-15,Y,NA,same plant as BR029,NA,NA,NA
24BR032,2024,BRRA,2024-05-13,egg,2024-05-20,2024-05-27,2024-05-31,2024-06-04,2024-06-08,2024-06-17,Y,NA,NA,NA,NA,NA
24BR033,2024,BRRA,2024-05-13,egg,2024-05-19,2024-05-26,2024-05-31,2024-06-03,2024-06-08,2024-06-17,Y,NA,NA,NA,NA,NA
24BR034,2024,BRRA,2024-05-13,egg,2024-05-18,2024-05-25,2024-05-29,2024-06-03,2024-06-08,2024-06-16,Y,NA,NA,NA,NA,NA
24BR035,2024,BRRA,2024-05-13,egg,2024-05-19,2024-05-24,2024-05-29,2024-06-02,2024-06-07,2024-06-16,Y,NA,same clump as BR034 and BR036,NA,NA,NA
24BR036,2024,BRRA,2024-05-13,egg,2024-05-20,2024-05-27,2024-05-31,2024-06-04,2024-06-09,2024-06-18,Y,NA,same clump as BR034 and BR035,NA,NA,NA
24BR037,2024,BRRA,2024-05-14,egg,2024-05-21,2024-05-27,2024-05-31,2024-06-04,2024-06-09,2024-06-19,Y,NA,NA,NA,NA,NA
24BR038,2024,BRRA,2024-05-14,egg,2024-05-18,2024-05-25,2024-05-31,2024-06-04,2024-06-09,2024-06-18,Y,NA,NA,NA,NA,NA
24BR039,2024,BRRA,2024-05-15,egg,2024-05-17,2024-05-24,2024-05-29,2024-06-01,2024-06-06,2024-06-15,Y,NA,NA,NA,NA,NA
24BR040,2024,BRRA,2024-05-15,egg,2024-05-18,2024-05-24,2024-05-29,2024-06-03,2024-06-07,2024-06-16,Y,NA,NA,NA,NA,NA
24BR041,2024,BRRA,2024-05-15,egg,2024-05-19,2024-05-25,2024-05-30,2024-06-03,2024-06-08,2024-06-17,Y,NA,NA,NA,NA,NA
24BR042,2024,BRRA,2024-05-15,egg,2024-05-20,2024-05-27,2024-05-30,2024-06-03,2024-06-08,2024-06-16,Y,NA,NA,NA,NA,NA
24BR043,2024,BRRA,2024-05-15,egg,2024-05-20,2024-05-27,2024-06-01,2024-06-06,2024-06-10,2024-06-20,Y,NA,NA,NA,NA,NA
24BR044,2024,BRRA,2024-05-13,egg,2024-05-18,2024-05-24,2024-05-29,2024-06-02,2024-06-07,2024-06-16,Y,NA,NA,NA,NA,NA
24BR045,2024,BRRA,2024-05-10,egg,2024-05-17,2024-05-24,2024-05-29,2024-06-02,2024-06-07,2024-06-16,Y,NA,NA,NA,NA,NA
24BR046,2024,BRRA,2024-05-13,egg,2024-05-19,2024-05-25,2024-05-29,2024-06-03,2024-06-08,2024-06-17,Y,NA,NA,NA,NA,NA
24BR047,2024,BRRA,2024-05-19,egg,2024-05-23,2024-05-30,2024-06-04,2024-06-07,2024-06-12,2024-06-21,Y,NA,NA,NA,NA,NA
24BR048,2024,BRRA,2024-05-19,egg,2024-05-27,2024-06-01,2024-06-06,2024-06-09,2024-06-15,2024-06-23,Y,NA,NA,NA,NA,NA
24BR049,2024,BRRA,2024-05-23,egg,2024-05-30,2024-06-05,2024-06-08,2024-06-12,2024-06-18,2024-06-25,Y,NA,NA,NA,NA,NA
24BR051,2024,BRRA,2024-05-23,egg,2024-05-31,2024-06-05,2024-06-08,2024-06-12,2024-06-17,2024-06-24,Y,NA,NA,NA,NA,NA
24BR052,2024,BRRA,2024-05-23,egg,2024-05-29,2024-06-04,2024-06-08,2024-06-13,2024-06-17,2024-06-25,Y,NA,NA,NA,NA,NA
24BR053,2024,BRRA,2024-05-23,egg,2024-05-31,2024-06-07,2024-06-09,2024-06-13,2024-06-18,2024-06-25,Y,NA,NA,NA,NA,NA
24BR055,2024,BRRA,2024-05-27,egg,2024-06-01,2024-06-07,2024-06-09,2024-06-14,2024-06-18,2024-06-25,Y,NA,NA,NA,NA,NA
24BR056,2024,BRRA,2024-05-23,egg,2024-05-31,2024-06-06,2024-06-10,2024-06-15,2024-06-20,2024-06-28,Y,NA,NA,NA,NA,NA
24BR057,2024,BRRA,2024-05-29,egg,2024-06-03,2024-06-08,2024-06-13,2024-06-16,2024-06-20,2024-06-27,Y,NA,NA,NA,NA,NA
24BR060,2024,BRRA,2024-05-29,egg,2024-06-01,2024-06-07,2024-06-10,2024-06-14,2024-06-19,2024-06-26,Y,NA,NA,NA,NA,NA
24BR061,2024,BRRA,2024-05-29,egg,2024-06-03,2024-06-09,2024-06-14,2024-06-17,2024-06-22,2024-06-29,Y,NA,NA,NA,NA,NA
24BR062,2024,BRRA,2024-06-03,egg,2024-06-08,2024-06-14,2024-06-17,2024-06-20,2024-06-24,2024-07-01,Y,NA,NA,NA,NA,NA
